vendor_code;title;title_avito;price;pack_massa;img1;img2;brand;color;color_name;length;width;count_in_pack;meters_in_pack;format;type;annotation;country;fat;factura_poverhnosti;osobennosti;for;iznosostoikost;poverhnost;decor;form
PR117;Керамогранит Primavera Golde Beige 60x60 см (PR117);Керамогранит Primavera Golde Beige 60x60 PR117;3355;29000;https://cdn1.ozone.ru/s3/multimedia-i/6426448926.jpg;"https://cdn1.ozone.ru/s3/multimedia-r/6426448971.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6426448909.jpg
https://cdn1.ozone.ru/s3/multimedia-w/6426448940.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6426448927.jpg
https://cdn1.ozone.ru/s3/multimedia-g/6426448924.jpg
https://cdn1.ozone.ru/s3/multimedia-d/6426448921.jpg
https://cdn1.ozone.ru/s3/multimedia-e/6426448958.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6426448952.jpg";PRIMAVERA;бежевый;Бежевый;60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Golden Beige 60x60 см (PR117)
Общие свойства керамогранита
Высокая твердость поверхности
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию
Низкое водопоглощение
Высокая морозостойкость
Высокая химическая стойкость к большинству кислот и щелочей
Высокая прочность на изгиб
Стойкость при перепадах температур
Подходит для стен и для пола

ОсобенностиКерамогранит Primavera Golden Beige 60x60 см (PR117)

Подходит для всех типов жилых помещений.
Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок.
Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе.
Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок.
Страна производства Индия.";Индия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 4 постоянная проходимость;Глянцевая;Под мрамор;Квадрат
TP66M16;Керамогранит Primavera Гемба 60x60 см (TP66M16);Керамогранит Primavera Гемба 60x60 (TP66M16);2032;27000;https://cdn1.ozone.ru/s3/multimedia-q/6426448754.jpg;"https://cdn1.ozone.ru/s3/multimedia-t/6441238709.jpg
https://cdn1.ozone.ru/s3/multimedia-k/6426448748.jpg
https://cdn1.ozone.ru/s3/multimedia-k/6426448784.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6426448776.jpg
https://cdn1.ozone.ru/s3/multimedia-m/6426449002.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6426448762.jpg";PRIMAVERA;белый;"Белый;Бежевый";60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Гемба 60x60 см (TP66M16)
Общие свойства керамогранита
Высокая твердость поверхности
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок
Стойкость к истиранию
Низкое водопоглощение
Высокая морозостойкость
Высокая химическая стойкость к большинству кислот и щелочей
Высокая прочность на изгиб
Стойкость при перепадах температур
Подходит для стен и для пола

ОсобенностиКерамогранит Primavera Гемба 60x60 см (TP66M16)

Подходит для всех типов жилых помещений.
Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок.
Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе.
Матовая поверхность плиты без отражений и блеска.

Страна производства Киргизия.";Киргизия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 4 постоянная проходимость;Матовая;Под мрамор;Квадрат
TP66M06;Керамогранит Primavera Либекир 60x60 см (TP66M06);Керамогранит Primavera Либекир 60x60 TP66M06;2032;27000;https://cdn1.ozone.ru/s3/multimedia-8/6426448988.jpg;"https://cdn1.ozone.ru/s3/multimedia-f/6441262563.jpg
https://cdn1.ozone.ru/s3/multimedia-0/6426448944.jpg
https://cdn1.ozone.ru/s3/multimedia-g/6426448996.jpg
https://cdn1.ozone.ru/s3/multimedia-k/6426448964.jpg
https://cdn1.ozone.ru/s3/multimedia-f/6426448995.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6426448977.jpg";PRIMAVERA;серый;Серый;60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera Либекир 60x60 см (TP66M06)
Общие свойства керамогранита
Высокая твердость поверхности
Класс износостойкости PEI IV - подходит для средних и высоких нагрузок
Стойкость к истиранию
Низкое водопоглощение
Высокая морозостойкость
Высокая химическая стойкость к большинству кислот и щелочей
Высокая прочность на изгиб
Стойкость при перепадах температур
Подходит для стен и для пола

ОсобенностиКерамогранит Primavera Либекир 60x60 см (TP66M06)

Подходит для всех типов жилых помещений.
Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок.
Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе.
Матовая поверхность плиты без отражений и блеска.

Страна производства Киргизия.";Киргизия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 4 постоянная проходимость;Матовая;Под мрамор;Квадрат
CR207;CR207 Керамогранит Maverick White 60*120см carving 1,44м2;Керамогранит Maverick White 60*120 carving;3393;29625;https://cdn1.ozone.ru/s3/multimedia-q/6479474666.jpg;"https://cdn1.ozone.ru/s3/multimedia-s/6479474524.jpg
https://cdn1.ozone.ru/s3/multimedia-6/6479474790.jpg
https://cdn1.ozone.ru/s3/multimedia-l/6479474769.jpg
https://cdn1.ozone.ru/s3/multimedia-7/6479474503.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6479474593.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6479474508.jpg
https://cdn1.ozone.ru/s3/multimedia-g/6479474584.jpg
https://cdn1.ozone.ru/s3/multimedia-3/6479474643.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6479474608.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6479475048.jpg
https://cdn1.ozone.ru/s3/multimedia-k/6479474552.jpg";PRIMAVERA;светло-бежевый;Бежево-белый;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera CR207  Maverick White 60*120см carving
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: CR207  Maverick White 60*120см carving
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
SR201;SR201 Керамогранит Vendome Crema 60*120см sugar 1,44м2;SR201 Керамогранит Vendome Crema 60*120 sugar;3393;29625;https://cdn1.ozone.ru/s3/multimedia-b/6479474903.jpg;"https://cdn1.ozone.ru/s3/multimedia-o/6479474592.jpg
https://cdn1.ozone.ru/s3/multimedia-7/6479474647.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6479474720.jpg
https://cdn1.ozone.ru/s3/multimedia-3/6479475039.jpg";PRIMAVERA;светло-бежевый;Бежево-белый;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera SR201  Vendome Crema 60*120см sugar
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: SR201  Vendome Crema 60*120см sugar
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
PR128;PR128 Керамогранит Ayton Brown 60*60см polished 1,44м2;PR128 Керамогранит Ayton Brown 60*60 полированный;2752;29625;https://cdn1.ozone.ru/s3/multimedia-d/6479474545.jpg;"https://cdn1.ozone.ru/s3/multimedia-g/6479474548.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6479474710.jpg
https://cdn1.ozone.ru/s3/multimedia-5/6479474897.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6479474747.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6479474533.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6479474857.jpg";PRIMAVERA;светло-бежевый;Бежево-белый;60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera PR128  Ayton Brown 60*60см polished
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: PR128  Ayton Brown 60*60см polished
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Квадрат
SR103;SR103 Керамогранит Cork Beige 60*60см sugar 1,44м2;SR103 Керамогранит Cork Beige 60*60 sugar;3223;29625;https://cdn1.ozone.ru/s3/multimedia-i/6479474766.jpg;"https://cdn1.ozone.ru/s3/multimedia-w/6479474744.jpg
https://cdn1.ozone.ru/s3/multimedia-q/6479474486.jpg
https://cdn1.ozone.ru/s3/multimedia-n/6479474771.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6479474896.jpg
https://cdn1.ozone.ru/s3/multimedia-0/6479475036.jpg
https://cdn1.ozone.ru/s3/multimedia-s/6479475028.jpg
https://cdn1.ozone.ru/s3/multimedia-n/6479474915.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6479474549.jpg
https://cdn1.ozone.ru/s3/multimedia-2/6479474714.jpg
https://cdn1.ozone.ru/s3/multimedia-s/6479474920.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6479475025.jpg
https://cdn1.ozone.ru/s3/multimedia-9/6479474505.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6479474557.jpg";PRIMAVERA;светло-бежевый;Бежево-белый;60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera SR103  Cork Beige 60*60см sugar
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: SR103  Cork Beige 60*60см sugar
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Квадрат
CR208;CR208 Керамогранит Arseno Gris 60*120см carving 1,44м2;CR208 Керамогранит Arseno Gris 60*120 carving ;3393;29625;https://cdn1.ozone.ru/s3/multimedia-l/6479474589.jpg;"https://cdn1.ozone.ru/s3/multimedia-0/6479474712.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6479474700.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6479474737.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6479474850.jpg
https://cdn1.ozone.ru/s3/multimedia-f/6479474691.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6479474796.jpg";PRIMAVERA;светло-серый;Серый/Светло-серый;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera CR208  Arseno Gris 60*120см carving
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: CR208  Arseno Gris 60*120см carving
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
CR214;CR214 Керамогранит Stoneart Copper 60*120см carving 1,44м2;Керамогранит Stoneart Copper 60*120carving ;3393;29625;https://cdn1.ozone.ru/s3/multimedia-w/6479474672.jpg;"https://cdn1.ozone.ru/s3/multimedia-7/6479474575.jpg
https://cdn1.ozone.ru/s3/multimedia-g/6479474836.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6479474893.jpg
https://cdn1.ozone.ru/s3/multimedia-x/6479474817.jpg
https://cdn1.ozone.ru/s3/multimedia-0/6479474964.jpg
https://cdn1.ozone.ru/s3/multimedia-i/6479475054.jpg
https://cdn1.ozone.ru/s3/multimedia-c/6479474904.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6479474736.jpg";PRIMAVERA;светло-серый;Серый/Светло-серый;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera CR214  Stoneart Copper 60*120см carving
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: CR214  Stoneart Copper 60*120см carving
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
CR218;CR218 Керамогранит Remate Crema 60*120см carving 1,44м2;CR218 Керамогранит Remate Crema 60*120carving;3393;29625;https://cdn1.ozone.ru/s3/multimedia-3/6479474787.jpg;"https://cdn1.ozone.ru/s3/multimedia-b/6479474615.jpg
https://cdn1.ozone.ru/s3/multimedia-u/6479474886.jpg
https://cdn1.ozone.ru/s3/multimedia-b/6479474939.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6479474603.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6479474701.jpg";PRIMAVERA;светло-бежевый;Коричнево-белый;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera CR218  Remate Crema 60*120см carving
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: CR218  Remate Crema 60*120см carving
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
GR210;GR210 Керамогранит Black Modulo 60*120см high glossy 1,44м2;Керамогранит Black Modulo 60*120 high glossy;3393;29625;https://cdn1.ozone.ru/s3/multimedia-p/6479474665.jpg;"https://cdn1.ozone.ru/s3/multimedia-a/6479475046.jpg
https://cdn1.ozone.ru/s3/multimedia-5/6479474537.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6479475060.jpg
https://cdn1.ozone.ru/s3/multimedia-v/6479474635.jpg
https://cdn1.ozone.ru/s3/multimedia-f/6479474799.jpg
https://cdn1.ozone.ru/s3/multimedia-5/6479474825.jpg
https://cdn1.ozone.ru/s3/multimedia-r/6479474847.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6479474746.jpg";PRIMAVERA;черный;Черный глянец;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera GR210  Black Modulo 60*120см high glossy
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: GR210  Black Modulo 60*120см high glossy
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
CR101;CR101 Керамогранит Ayton Brown 60*60см carving 1,44м2;CR101 Керамогранит Ayton Brown 60*60 carving;3223;29625;https://cdn1.ozone.ru/s3/multimedia-d/6479474545.jpg;"https://cdn1.ozone.ru/s3/multimedia-g/6479474548.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6479474710.jpg
https://cdn1.ozone.ru/s3/multimedia-5/6479474897.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6479474747.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6479474533.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6479474857.jpg";PRIMAVERA;светло-бежевый;Бежево-белый;60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera PR128  Ayton Brown 60*60см polished
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: PR128  Ayton Brown 60*60см polished
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Квадрат
GR211;GR211 Керамогранит Hex Azul 60*120см high glossy 1,44м2;GR211 Керамогранит Hex Azul 60*120 high glossy;3393;29625;https://cdn1.ozone.ru/s3/multimedia-f/6479474943.jpg;"https://cdn1.ozone.ru/s3/multimedia-x/6479475033.jpg
https://cdn1.ozone.ru/s3/multimedia-y/6479474926.jpg
https://cdn1.ozone.ru/s3/multimedia-1/6479474605.jpg
https://cdn1.ozone.ru/s3/multimedia-j/6479474659.jpg
https://cdn1.ozone.ru/s3/multimedia-o/6479474916.jpg
https://cdn1.ozone.ru/s3/multimedia-7/6479474827.jpg";PRIMAVERA;синий;Сине-голубой;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera GR211  Hex Azul 60*120см high glossy
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: GR211  Hex Azul 60*120см high glossy
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Гладкая;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
CR105;CR105 Керамогранит Arseno Gris 60*60см carving 1,44м2;CR105 Керамогранит Arseno Gris 60*60 carving;3223;29625;https://cdn1.ozone.ru/s3/multimedia-9/6479474865.jpg;"https://cdn1.ozone.ru/s3/multimedia-v/6479474563.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6479475008.jpg
https://cdn1.ozone.ru/s3/multimedia-f/6479474547.jpg
https://cdn1.ozone.ru/s3/multimedia-4/6479474536.jpg
https://cdn1.ozone.ru/s3/multimedia-t/6479474489.jpg
https://cdn1.ozone.ru/s3/multimedia-8/6479475044.jpg
https://cdn1.ozone.ru/s3/multimedia-t/6479475065.jpg";PRIMAVERA;светло-серый;Серый/Светло-серый;60;60;4;1,44;60 x 60;Керамогранит;"Керамогранит Primavera CR105  Arseno Gris 60*60см carving
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: CR105  Arseno Gris 60*60см carving
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Квадрат
CR206;CR206 Керамогранит Blanco Tranco 60*120см carving 1,44м2;CR206 Керамогранит Blanco Tranco 60*120 carving;3393;29625;https://cdn1.ozone.ru/s3/multimedia-5/6479474933.jpg;"https://cdn1.ozone.ru/s3/multimedia-b/6479474507.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6479474585.jpg
https://cdn1.ozone.ru/s3/multimedia-h/6479474909.jpg
https://cdn1.ozone.ru/s3/multimedia-p/6479474845.jpg
https://cdn1.ozone.ru/s3/multimedia-z/6479474819.jpg";PRIMAVERA;светло-бежевый;Бежево-белый;60;120;2;1,44;60 x 120;Керамогранит;"Керамогранит Primavera CR206  Blanco Tranco 60*120см carving
Общие свойства керамогранита:
Высокая твердость поверхности 
Класс износостойкости: 
PEI IV - подходит для средних и высоких нагрузок 
Стойкость к истиранию: 
Низкое водопоглощение, коэффициент водопоглащения менеее 0,5%. Высокая морозостойкость, высокая химическая стойкость к большинству кислот и щелочей, высокая прочность на изгиб, стойкость при перепадах температур. Подходит для стен и для пола
Особенности: CR206  Blanco Tranco 60*120см carving
Подходит для всех типов жилых помещений. Глазурованное покрытие дает сложный и богатый с художественной точки зрения рисунок. Ректифицированный керамогранит можно укладывать с минимальными швами и создавать монолитные поверхности, он эффектно смотрится и прост в уходе. Полированный керамогранит имеет высокие декоративные свойства: роскошный внешний вид (зеркально ровная поверхность, глянцевый блеск), яркий и насыщенный цвет и рисунок. Страна производства Индия.";Индия;9;Структурированная;Ректифицированная;"Для балкона;Для бани и сауны;Для ванной;Для гостиной;Для детской;Для душа;Для коридора/прихожей;Для кухни;Для офиса/кабинета;Для спальни";PEI 5 высокая интенсивная проходимость;;;Прямоугольник
